WeekBeginning,WeekEnding,AgeGroup,Pathogen,RatePer100000
20210705,20210711,<1 years,Mycoplasma pneumoniae,0
20210705,20210711,<1 years,Parainfluenza virus,24.7
20210705,20210711,<1 years,Respiratory syncytial virus,2.1
20210705,20210711,<1 years,Rhinovirus,47.3
20210705,20210711,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),4.1
20210705,20210711,1-4 years,Adenovirus,8.8
20210705,20210711,1-4 years,Human metapneumovirus,0.5
20210705,20210711,1-4 years,Influenza - Type A (any subtype),0
20210705,20210711,1-4 years,Influenza - Type A (not subtyped),0
20210705,20210711,1-4 years,Influenza - Type A or B,0
20210705,20210711,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210705,20210711,1-4 years,Influenza - Type A(H3),0
20210705,20210711,1-4 years,Influenza - Type B,0
20210705,20210711,1-4 years,Mycoplasma pneumoniae,0
20210705,20210711,1-4 years,Parainfluenza virus,19.1
20210705,20210711,1-4 years,Respiratory syncytial virus,1.9
20210705,20210711,1-4 years,Rhinovirus,27.4
20210705,20210711,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),3.7
20210705,20210711,5-14 years,Adenovirus,0
20210705,20210711,5-14 years,Human metapneumovirus,0
20210705,20210711,5-14 years,Influenza - Type A (any subtype),0
20210705,20210711,5-14 years,Influenza - Type A (not subtyped),0
20210705,20210711,5-14 years,Influenza - Type A or B,0
20210705,20210711,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210705,20210711,5-14 years,Influenza - Type A(H3),0
20210705,20210711,5-14 years,Influenza - Type B,0
20210705,20210711,5-14 years,Mycoplasma pneumoniae,0
20210705,20210711,5-14 years,Parainfluenza virus,0.7
20210705,20210711,5-14 years,Respiratory syncytial virus,0.2
20210705,20210711,5-14 years,Rhinovirus,2.3
20210705,20210711,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210705,20210711,15-44 years,Adenovirus,0.1
20210705,20210711,15-44 years,Human metapneumovirus,0
20210705,20210711,15-44 years,Influenza - Type A (any subtype),0
20210705,20210711,15-44 years,Influenza - Type A (not subtyped),0
20210705,20210711,15-44 years,Influenza - Type A or B,0
20210705,20210711,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210705,20210711,15-44 years,Influenza - Type A(H3),0
20210705,20210711,15-44 years,Influenza - Type B,0
20210705,20210711,15-44 years,Mycoplasma pneumoniae,0
20210705,20210711,15-44 years,Parainfluenza virus,0.3
20210705,20210711,15-44 years,Respiratory syncytial virus,0
20210705,20210711,15-44 years,Rhinovirus,0.5
20210705,20210711,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20210705,20210711,45-64 years,Adenovirus,0
20210705,20210711,45-64 years,Human metapneumovirus,0.1
20210705,20210711,45-64 years,Influenza - Type A (any subtype),0
20210705,20210711,45-64 years,Influenza - Type A (not subtyped),0
20210705,20210711,45-64 years,Influenza - Type A or B,0
20210705,20210711,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210705,20210711,45-64 years,Influenza - Type A(H3),0
20210705,20210711,45-64 years,Influenza - Type B,0
20210705,20210711,45-64 years,Mycoplasma pneumoniae,0
20210705,20210711,45-64 years,Parainfluenza virus,0.7
20210705,20210711,45-64 years,Respiratory syncytial virus,0
20210705,20210711,45-64 years,Rhinovirus,0.2
20210705,20210711,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210705,20210711,65-74 years,Adenovirus,0
20210705,20210711,65-74 years,Human metapneumovirus,0.3
20210705,20210711,65-74 years,Influenza - Type A (any subtype),0
20210705,20210711,65-74 years,Influenza - Type A (not subtyped),0
20210705,20210711,65-74 years,Influenza - Type A or B,0
20210705,20210711,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210705,20210711,65-74 years,Influenza - Type A(H3),0
20210705,20210711,65-74 years,Influenza - Type B,0
20210705,20210711,65-74 years,Mycoplasma pneumoniae,0
20210705,20210711,65-74 years,Parainfluenza virus,0.2
20210705,20210711,65-74 years,Respiratory syncytial virus,0
20210705,20210711,65-74 years,Rhinovirus,0.2
20210705,20210711,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210705,20210711,75+ years,Adenovirus,0
20210705,20210711,75+ years,Human metapneumovirus,0.6
20210705,20210711,75+ years,Influenza - Type A (any subtype),0
20210705,20210711,75+ years,Influenza - Type A (not subtyped),0
20210705,20210711,75+ years,Influenza - Type A or B,0
20210705,20210711,75+ years,Influenza - Type A(H1N1)pdm09,0
20210705,20210711,75+ years,Influenza - Type A(H3),0
20210705,20210711,75+ years,Influenza - Type B,0
20210705,20210711,75+ years,Mycoplasma pneumoniae,0
20210705,20210711,75+ years,Parainfluenza virus,1.3
20210705,20210711,75+ years,Respiratory syncytial virus,0
20210705,20210711,75+ years,Rhinovirus,1.1
20210705,20210711,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210712,20210718,<1 years,Adenovirus,2.1
20210712,20210718,<1 years,Human metapneumovirus,2.1
20210712,20210718,<1 years,Influenza - Type A (any subtype),0
20210712,20210718,<1 years,Influenza - Type A (not subtyped),0
20210712,20210718,<1 years,Influenza - Type A or B,0
20210712,20210718,<1 years,Influenza - Type A(H1N1)pdm09,0
20210712,20210718,<1 years,Influenza - Type A(H3),0
20210712,20210718,<1 years,Influenza - Type B,0
20210712,20210718,<1 years,Mycoplasma pneumoniae,0
20210712,20210718,<1 years,Parainfluenza virus,18.5
20210712,20210718,<1 years,Respiratory syncytial virus,8.2
20210712,20210718,<1 years,Rhinovirus,16.4
20210712,20210718,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),10.3
20210712,20210718,1-4 years,Adenovirus,7
20210712,20210718,1-4 years,Human metapneumovirus,0
20210712,20210718,1-4 years,Influenza - Type A (any subtype),0
20210712,20210718,1-4 years,Influenza - Type A (not subtyped),0
20210712,20210718,1-4 years,Influenza - Type A or B,0
20210712,20210718,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210712,20210718,1-4 years,Influenza - Type A(H3),0
20210712,20210718,1-4 years,Influenza - Type B,0
20210712,20210718,1-4 years,Mycoplasma pneumoniae,0
20210712,20210718,1-4 years,Parainfluenza virus,15.3
20210712,20210718,1-4 years,Respiratory syncytial virus,2.8
20210712,20210718,1-4 years,Rhinovirus,13.5
20210712,20210718,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),1.4
20210712,20210718,5-14 years,Adenovirus,0.2
20210712,20210718,5-14 years,Human metapneumovirus,0
20210712,20210718,5-14 years,Influenza - Type A (any subtype),0
20210712,20210718,5-14 years,Influenza - Type A (not subtyped),0
20210712,20210718,5-14 years,Influenza - Type A or B,0
20210712,20210718,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210712,20210718,5-14 years,Influenza - Type A(H3),0
20210712,20210718,5-14 years,Influenza - Type B,0
20210712,20210718,5-14 years,Mycoplasma pneumoniae,0
20210712,20210718,5-14 years,Parainfluenza virus,0.5
20210712,20210718,5-14 years,Respiratory syncytial virus,0
20210712,20210718,5-14 years,Rhinovirus,1.3
20210712,20210718,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210712,20210718,15-44 years,Adenovirus,0.2
20210712,20210718,15-44 years,Human metapneumovirus,0
20210712,20210718,15-44 years,Influenza - Type A (any subtype),0
20210712,20210718,15-44 years,Influenza - Type A (not subtyped),0
20210712,20210718,15-44 years,Influenza - Type A or B,0
20210712,20210718,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210712,20210718,15-44 years,Influenza - Type A(H3),0
20210712,20210718,15-44 years,Influenza - Type B,0
20210712,20210718,15-44 years,Mycoplasma pneumoniae,0
20210712,20210718,15-44 years,Parainfluenza virus,0
20210712,20210718,15-44 years,Respiratory syncytial virus,0
20210712,20210718,15-44 years,Rhinovirus,0.2
20210712,20210718,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210712,20210718,45-64 years,Adenovirus,0.1
20210712,20210718,45-64 years,Human metapneumovirus,0.1
20210712,20210718,45-64 years,Influenza - Type A (any subtype),0
20210712,20210718,45-64 years,Influenza - Type A (not subtyped),0
20210712,20210718,45-64 years,Influenza - Type A or B,0
20210712,20210718,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210712,20210718,45-64 years,Influenza - Type A(H3),0
20210712,20210718,45-64 years,Influenza - Type B,0
20210712,20210718,45-64 years,Mycoplasma pneumoniae,0
20210712,20210718,45-64 years,Parainfluenza virus,0.1
20210712,20210718,45-64 years,Respiratory syncytial virus,0
20210712,20210718,45-64 years,Rhinovirus,0.3
20210712,20210718,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20210712,20210718,65-74 years,Adenovirus,0.2
20210712,20210718,65-74 years,Human metapneumovirus,0
20210712,20210718,65-74 years,Influenza - Type A (any subtype),0
20210712,20210718,65-74 years,Influenza - Type A (not subtyped),0
20210712,20210718,65-74 years,Influenza - Type A or B,0
20210712,20210718,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210712,20210718,65-74 years,Influenza - Type A(H3),0
20210712,20210718,65-74 years,Influenza - Type B,0
20210712,20210718,65-74 years,Mycoplasma pneumoniae,0
20210712,20210718,65-74 years,Parainfluenza virus,0.5
20210712,20210718,65-74 years,Respiratory syncytial virus,0.2
20210712,20210718,65-74 years,Rhinovirus,0.3
20210712,20210718,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210712,20210718,75+ years,Adenovirus,0
20210712,20210718,75+ years,Human metapneumovirus,0
20210712,20210718,75+ years,Influenza - Type A (any subtype),0
20210712,20210718,75+ years,Influenza - Type A (not subtyped),0
20210712,20210718,75+ years,Influenza - Type A or B,0
20210712,20210718,75+ years,Influenza - Type A(H1N1)pdm09,0
20210712,20210718,75+ years,Influenza - Type A(H3),0
20210712,20210718,75+ years,Influenza - Type B,0
20210712,20210718,75+ years,Mycoplasma pneumoniae,0
20210712,20210718,75+ years,Parainfluenza virus,0.4
20210712,20210718,75+ years,Respiratory syncytial virus,0
20210712,20210718,75+ years,Rhinovirus,0.9
20210712,20210718,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20210719,20210725,<1 years,Adenovirus,6.2
20210719,20210725,<1 years,Human metapneumovirus,0
20210719,20210725,<1 years,Influenza - Type A (any subtype),0
20210719,20210725,<1 years,Influenza - Type A (not subtyped),0
20210719,20210725,<1 years,Influenza - Type A or B,0
20210719,20210725,<1 years,Influenza - Type A(H1N1)pdm09,0
20210719,20210725,<1 years,Influenza - Type A(H3),0
20210719,20210725,<1 years,Influenza - Type B,0
20210719,20210725,<1 years,Mycoplasma pneumoniae,0
20210719,20210725,<1 years,Parainfluenza virus,24.7
20210719,20210725,<1 years,Respiratory syncytial virus,4.1
20210719,20210725,<1 years,Rhinovirus,39.1
20210719,20210725,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),6.2
20210719,20210725,1-4 years,Adenovirus,4.6
20210719,20210725,1-4 years,Human metapneumovirus,0.5
20210719,20210725,1-4 years,Influenza - Type A (any subtype),0
20210719,20210725,1-4 years,Influenza - Type A (not subtyped),0
20210719,20210725,1-4 years,Influenza - Type A or B,0
20210719,20210725,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210719,20210725,1-4 years,Influenza - Type A(H3),0
20210719,20210725,1-4 years,Influenza - Type B,0
20210719,20210725,1-4 years,Mycoplasma pneumoniae,0
20210719,20210725,1-4 years,Parainfluenza virus,7
20210719,20210725,1-4 years,Respiratory syncytial virus,4.2
20210719,20210725,1-4 years,Rhinovirus,16.7
20210719,20210725,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),1.9
20210719,20210725,5-14 years,Adenovirus,0
20210719,20210725,5-14 years,Human metapneumovirus,0
20210719,20210725,5-14 years,Influenza - Type A (any subtype),0
20210719,20210725,5-14 years,Influenza - Type A (not subtyped),0
20210719,20210725,5-14 years,Influenza - Type A or B,0
20210719,20210725,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210719,20210725,5-14 years,Influenza - Type A(H3),0
20210719,20210725,5-14 years,Influenza - Type B,0
20210719,20210725,5-14 years,Mycoplasma pneumoniae,0
20210719,20210725,5-14 years,Parainfluenza virus,0.2
20210719,20210725,5-14 years,Respiratory syncytial virus,0.2
20210719,20210725,5-14 years,Rhinovirus,0.8
20210719,20210725,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210719,20210725,15-44 years,Adenovirus,0.1
20210719,20210725,15-44 years,Human metapneumovirus,0
20210719,20210725,15-44 years,Influenza - Type A (any subtype),0
20210719,20210725,15-44 years,Influenza - Type A (not subtyped),0
20210719,20210725,15-44 years,Influenza - Type A or B,0
20210719,20210725,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210719,20210725,15-44 years,Influenza - Type A(H3),0
20210719,20210725,15-44 years,Influenza - Type B,0
20210719,20210725,15-44 years,Mycoplasma pneumoniae,0
20210719,20210725,15-44 years,Parainfluenza virus,0.1
20210719,20210725,15-44 years,Respiratory syncytial virus,0
20210719,20210725,15-44 years,Rhinovirus,0.2
20210719,20210725,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210719,20210725,45-64 years,Adenovirus,0.2
20210719,20210725,45-64 years,Human metapneumovirus,0
20210719,20210725,45-64 years,Influenza - Type A (any subtype),0
20210719,20210725,45-64 years,Influenza - Type A (not subtyped),0
20210719,20210725,45-64 years,Influenza - Type A or B,0
20210719,20210725,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210719,20210725,45-64 years,Influenza - Type A(H3),0
20210719,20210725,45-64 years,Influenza - Type B,0
20210719,20210725,45-64 years,Mycoplasma pneumoniae,0
20210719,20210725,45-64 years,Parainfluenza virus,0.3
20210719,20210725,45-64 years,Respiratory syncytial virus,0
20210719,20210725,45-64 years,Rhinovirus,0.3
20210719,20210725,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210719,20210725,65-74 years,Adenovirus,0.5
20210719,20210725,65-74 years,Human metapneumovirus,0.2
20210719,20210725,65-74 years,Influenza - Type A (any subtype),0
20210719,20210725,65-74 years,Influenza - Type A (not subtyped),0
20210719,20210725,65-74 years,Influenza - Type A or B,0
20210719,20210725,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210719,20210725,65-74 years,Influenza - Type A(H3),0
20210719,20210725,65-74 years,Influenza - Type B,0
20210719,20210725,65-74 years,Mycoplasma pneumoniae,0
20210719,20210725,65-74 years,Parainfluenza virus,0.5
20210719,20210725,65-74 years,Respiratory syncytial virus,0.2
20210719,20210725,65-74 years,Rhinovirus,0.2
20210719,20210725,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210719,20210725,75+ years,Adenovirus,0
20210719,20210725,75+ years,Human metapneumovirus,0.2
20210719,20210725,75+ years,Influenza - Type A (any subtype),0
20210719,20210725,75+ years,Influenza - Type A (not subtyped),0
20210719,20210725,75+ years,Influenza - Type A or B,0
20210719,20210725,75+ years,Influenza - Type A(H1N1)pdm09,0
20210719,20210725,75+ years,Influenza - Type A(H3),0
20210719,20210725,75+ years,Influenza - Type B,0
20210719,20210725,75+ years,Mycoplasma pneumoniae,0
20210719,20210725,75+ years,Parainfluenza virus,0.6
20210719,20210725,75+ years,Respiratory syncytial virus,0
20210719,20210725,75+ years,Rhinovirus,0.2
20210719,20210725,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210726,20210801,<1 years,Adenovirus,6.2
20210726,20210801,<1 years,Human metapneumovirus,0
20210726,20210801,<1 years,Influenza - Type A (any subtype),0
20210726,20210801,<1 years,Influenza - Type A (not subtyped),0
20210726,20210801,<1 years,Influenza - Type A or B,0
20210726,20210801,<1 years,Influenza - Type A(H1N1)pdm09,0
20210726,20210801,<1 years,Influenza - Type A(H3),0
20210726,20210801,<1 years,Influenza - Type B,0
20210726,20210801,<1 years,Mycoplasma pneumoniae,0
20210726,20210801,<1 years,Parainfluenza virus,2.1
20210726,20210801,<1 years,Respiratory syncytial virus,4.1
20210726,20210801,<1 years,Rhinovirus,18.5
20210726,20210801,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210726,20210801,1-4 years,Adenovirus,7.9
20210726,20210801,1-4 years,Human metapneumovirus,0.5
20210726,20210801,1-4 years,Influenza - Type A (any subtype),0
20210726,20210801,1-4 years,Influenza - Type A (not subtyped),0
20210726,20210801,1-4 years,Influenza - Type A or B,0
20210726,20210801,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210726,20210801,1-4 years,Influenza - Type A(H3),0
20210726,20210801,1-4 years,Influenza - Type B,0
20210726,20210801,1-4 years,Mycoplasma pneumoniae,0
20210726,20210801,1-4 years,Parainfluenza virus,4.2
20210726,20210801,1-4 years,Respiratory syncytial virus,4.2
20210726,20210801,1-4 years,Rhinovirus,18.6
20210726,20210801,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),1.4
20210726,20210801,5-14 years,Adenovirus,0.2
20210726,20210801,5-14 years,Human metapneumovirus,0
20210726,20210801,5-14 years,Influenza - Type A (any subtype),0
20210726,20210801,5-14 years,Influenza - Type A (not subtyped),0
20210726,20210801,5-14 years,Influenza - Type A or B,0
20210726,20210801,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210726,20210801,5-14 years,Influenza - Type A(H3),0
20210726,20210801,5-14 years,Influenza - Type B,0
20210726,20210801,5-14 years,Mycoplasma pneumoniae,0
20210726,20210801,5-14 years,Parainfluenza virus,0.2
20210726,20210801,5-14 years,Respiratory syncytial virus,0
20210726,20210801,5-14 years,Rhinovirus,0.8
20210726,20210801,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210726,20210801,15-44 years,Adenovirus,0.1
20210726,20210801,15-44 years,Human metapneumovirus,0
20210726,20210801,15-44 years,Influenza - Type A (any subtype),0
20210726,20210801,15-44 years,Influenza - Type A (not subtyped),0
20210726,20210801,15-44 years,Influenza - Type A or B,0
20210726,20210801,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210726,20210801,15-44 years,Influenza - Type A(H3),0
20210726,20210801,15-44 years,Influenza - Type B,0
20210726,20210801,15-44 years,Mycoplasma pneumoniae,0
20210726,20210801,15-44 years,Parainfluenza virus,0.1
20210726,20210801,15-44 years,Respiratory syncytial virus,0
20210726,20210801,15-44 years,Rhinovirus,0.2
20210726,20210801,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210726,20210801,45-64 years,Adenovirus,0.3
20210726,20210801,45-64 years,Human metapneumovirus,0.1
20210726,20210801,45-64 years,Influenza - Type A (any subtype),0
20210726,20210801,45-64 years,Influenza - Type A (not subtyped),0
20210726,20210801,45-64 years,Influenza - Type A or B,0
20210726,20210801,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210726,20210801,45-64 years,Influenza - Type A(H3),0
20210726,20210801,45-64 years,Influenza - Type B,0
20210726,20210801,45-64 years,Mycoplasma pneumoniae,0
20210726,20210801,45-64 years,Parainfluenza virus,0.1
